12748 ,  ina
12875 ,  fin
130589 ,  unk
13065 ,  cze
13143 ,  ara
195362 ,  usa
195486 ,  eng
27997 ,  
32699 ,  ger
32949 ,  ser
6400 ,  swe
6412 ,  nor
6418 ,  dan
6419 ,  por
6435 ,  rus
6437 ,  fre
6439 ,  afr
6444 ,  iri
6456 ,  vie
6498 ,  gre
6498 ,  sri
6515 ,  ita
6521 ,  dut
65270 ,  ind
6531 ,  tur
6552 ,  hun
6561 ,  jew
6567 ,  wel
6572 ,  pak
6582 ,  ira
6583 ,  pol
6606 ,  tha
6638 ,  afg
6646 ,  rom
6677 ,  jap
6688 ,  abo
6688 ,  spa
98034 ,  chi
