291	428
2116	2209
2687	2862
3806	3811
3806	3944
3957	3971
6340	6451
7689	7723
8425	8610
10279	10375
11574	11762
11662	11762
14392	14551
15451	15511
15451	15616
15490	15511
15511	15616
15655	15764
16529	16569
17091	17142
17293	17462
17702	17963
17855	18000
18330	18437
18402	18437
18722	18809
19510	19610
19666	19751
19798	19955
19850	19932
20220	20344
20936	21015
21015	21278
21209	21349
22324	22442
22493	22645
23147	23386
23358	23386
23358	23477
24032	24341
24040	24341
24082	24341
24189	24341
24341	24450
26906	27013
27257	27291
30356	30423
31171	31266
31535	31645
32424	32457
32500	32570
34510	34610
35065	35101
36225	36314
36314	36418
36586	36719
36719	36927
37758	37888
38711	38826
39402	39592
39678	39899
40242	40319
42639	42710
43112	43346
43550	43672
44963	44966
46284	46312
46970	47219
47798	47849
47910	48039
48835	48847
49025	49211
49092	49217
49119	49217
49217	49258
49217	49310
49258	49310
49621	49742
51571	51621
52535	52585
53694	53749
53997	54176
55274	55349
57707	57791
58293	58536
59045	59082
59279	59422
59827	60104
60090	60308
60104	60308
60147	60308
60263	60308
60265	60308
60308	60312
60308	60327
60308	60338
60308	60341
60308	60375
60308	60404
60308	60496
60404	60605
61062	61109
62021	62121
62021	62193
62187	62200
62735	62868
63528	63608
65539	65950
65795	66006
66318	66519
66519	66578
67706	67843
67788	67843
69088	69187
69729	69816
70108	70250
72060	72122
72122	72135
72212	72214
72307	72739
72535	72739
72727	72739
72727	72836
72739	72746
72739	72836
74016	74287
74338	74455
75176	75257
75604	75713
75604	75719
78080	78084
79832	79939
79939	79965
80895	80903
81175	81464
81440	81464
85231	85383
85285	85446
85285	85471
86764	86835
88497	88710
90417	90480
91049	91210
93109	93157
93758	94034
93899	94034
94329	94399
94959	95004
98136	98159
99041	99150
99150	99279
99625	99862
99740	99862
99862	99885
99862	99913
66123	90166
50757	90781
66371	68280
30319	41573
35567	55000
77082	47206
69953	25124
42694	98971
81452	84286
14962	76396
52804	85722
75199	63725
21497	80666
91993	21396
20882	62535
53533	69313
72761	55760
9773	48129
98659	6322
98659	59219
6322	59219
12936	45984
79564	48388
27213	36679
91863	32849
6168	69831
36981	67493
39516	52331
55709	82589
7887	89354
20818	91911
68208	37398
3080	86510
16735	84222
15300	53220
15922	97911
33768	11842
28998	32606
39563	3951
80080	68625
17763	23024
17763	89286
23024	89286
1441	90089
21680	83923
88767	99879
89071	53157
8223	44475
49024	13625
36000	88122
44152	68409
81303	75985
45062	3003
13465	12453
13465	53550
12453	53550
60329	19862
23132	61903
64834	73510
87905	32806
93293	25679
2101	60034
69595	76295
56704	76161
35340	59490
37870	40305
79745	95952
73937	98599
77944	53304
61139	85799
61868	88100
17586	88432
14148	61689
20302	29375
23282	71718
9126	80444
9421	82384
14734	43642
14734	93465
43642	93465
44575	75104
31774	50297
18031	94129
11225	28426
34397	70271
78032	93781
35359	85218
35359	97987
85218	97987
6244	60512
59925	89539
14029	50369
46578	18115
22189	46693
22189	57929
46693	57929
53250	82244
26272	22492
30787	66228
5128	91178
10072	84467
37607	46435
37607	64932
46435	64932
30221	18917
37942	42807
28440	93718
14090	76297
73267	45064
24076	1142
94919	48801
7003	79551
35940	75788
1565	3312
24993	56192
51799	12058
69655	63699
11914	64171
44236	54711
32092	98793
9229	30508
9229	49744
30508	49744
5385	40948
67468	79149
27038	65356
26195	17780
2255	45458
684	84036
10366	20179
21074	90723
59216	21892
25382	72141
95376	68744
59633	91471
59633	16183
91471	16183
88898	90848
88898	91644
90848	91644
21225	19822
11852	77384
35482	36970
22618	66247
15522	60732
56167	72674
12714	82799
54085	61360
56472	15079
43640	4140
69624	77470
7340	25943
67215	71810
28322	78899
51371	70564
1823	64021
62150	36006
38467	43664
81689	85007
16739	51027
546	12503
85961	62329
3177	10402
6268	63527
26069	30222
15703	75080
47741	98199
32822	97366
68534	92191
32375	52546
80968	82940
46094	84822
77566	40956
54944	75608
28100	95851
1852	82543
44538	94118
40654	90039
50863	54890
91101	95338
76715	84093
8965	69930
1699	32696
56396	69754
27503	88429
14398	60805
85254	36987
33649	60880
323	14237
33645	59281
11283	17823
33013	88568
14797	31136
26505	51635
92744	95616
80988	88540
35542	39001
97661	99516
51527	89287
52806	91296
13236	56044
46289	68916
74728	91059
17505	37128
17505	56525
37128	56525
61266	66775
55988	90911
6933	82535
52719	58018
55661	65850
49998	54477
52798	7277
52798	37341
52798	47072
7277	37341
7277	47072
37341	47072
21746	62932
18724	37146
39995	48333
11768	65669
33290	41891
385	82154
24517	51047
20898	49747
34081	8923
38436	67182
49063	57510
12266	77261
46677	60574
19996	30198
36420	4680
78280	69115
35521	73003
34470	57946
98280	84074
20902	31737
78710	79740
49416	60105
77579	85744
37099	85539
21145	61592
5317	62460
79249	87824
9727	68038
22975	84824
26427	29427
19518	27026
20944	85659
9600	51356
61365	1176
14057	96249
43980	55214
3672	79335
3960	70032
51825	73824
33456	40865
61472	91512
93946	13344
21351	64045
41607	51857
24091	75897
21619	89561
29461	68654
94067	98000
74571	99210
32027	91780
8892	72313
88302	36544
1910	87246
3429	53638
75899	98130
40787	74767
37054	64116
99146	98840
35390	99301
35876	71189
49232	40578
36373	53014
36373	55235
53014	55235
45502	24630
16541	35829
8009	57318
56710	59989
49858	76416
28312	97925
56264	59884
5313	73220
70366	81135
35554	74581
24780	46063
12594	93074
14410	27033
14410	52303
27033	52303
8909	22792
8909	44580
22792	44580
62549	81447
75913	78387
57857	70771
12297	32782
22893	36157
37205	96710
13232	36994
27454	53313
15110	52963
4821	74734
29245	19855
20056	66951
58813	74209
86939	85203
59967	30672
21968	38869
60826	70217
60585	81992
23111	54395
47301	92842
40039	47840
38023	91859
33345	2059
43933	76978
44371	83445
51184	86122
36025	71644
44983	91577
27039	3249
58224	93444
1155	4062
45485	87269
49892	99806
17051	92101
17051	42000
92101	42000
23499	15639
37207	17267
49856	73379
41554	63825
3780	99331
51852	82479
52165	72258
3171	50513
60792	66283
1566	85560
31135	87803
13640	73637
25667	28548
13508	73436
7626	76081
3247	46343
48044	55439
39210	81043
32050	99382
22011	39823
22011	77578
39823	77578
41982	84334
50079	86484
46900	99220
30192	82038
66708	73056
69202	85048
65264	78684
37514	87927
37514	97482
87927	97482
33093	32242
74637	16707
82719	35140
64222	85822
41048	44467
41048	68577
44467	68577
86933	79547
19473	99230
95987	98724
51686	70920
69874	58217
97430	6430
65287	80555
20385	48616
21781	38421
1592	98265
63887	10184
35167	75369
78069	87991
33551	51349
93582	26993
25449	69056
25449	33434
69056	33434
27425	64654
19769	25315
14241	74692
7252	81649
47740	65720
17202	46349
89351	20640
15580	68981
82760	85134
6074	16641
87422	30045
13639	38983
90030	94790
24468	91779
2662	20921
23372	80041
4530	88560
46462	70081
39804	72201
40706	25969
46126	76236
64902	25596
54778	86169
68852	90462
69697	99897
58801	96767
32074	46763
37680	69833
30294	57453
1934	64600
86211	94865
28139	66452
56000	89763
17241	53923
95895	53724
28232	5009
8391	14901
76361	94764
80926	94778
45315	47824
15793	44010
63593	80929
97352	91467
15084	91877
69032	63874
35245	54255
92469	92917
69574	95225
87139	74855
35088	31607
2778	21578
15572	89398
89199	34945
35272	60292
31270	63707
98005	60812
14959	41586
43682	53227
57711	74649
11494	69436
21325	32354
21325	49316
21325	90651
32354	49316
32354	90651
49316	90651
32061	50353
1638	30279
70268	87512
23843	75819
31969	83282
38887	80590
19466	60490
6758	72884
39258	91232
60268	83750
68612	80584
31990	39106
10281	83437
24187	28919
36805	50113
21972	26412
4360	54936
36892	59513
49467	57835
53016	22928
58199	88764
64140	76392
41722	90538
22907	27797
8621	42828
91062	14060
63247	6018
15934	58960
32643	81702
50812	21778
40765	50517
41349	69553
73023	86798
35117	67265
1971	15457
19104	59203
19104	86167
59203	86167
67324	56087
10647	98552
67625	91022
73174	83560
42026	9467
10322	84271
90946	99744
15663	27497
5754	37935
66827	92555
39613	87734
9936	48288
9252	66712
28431	75536
22027	93911
12279	28648
4178	43208
4178	48049
43208	48049
89352	40911
48399	93853
49012	76150
13874	89450
29349	45147
85425	79346
35690	70270
79064	20662
95694	68564
29633	56210
74835	84130
80744	85896
51643	83523
94858	77553
57550	68130
18022	98956
8279	79522
15120	62189
49081	93577
10258	92986
34388	81624
38359	21399
70112	8925
33555	47092
24022	66984
91000	27231
84971	97445
32208	64548
29363	91717
16530	89654
56164	76911
73238	73931
37074	43197
21864	55889
84499	92069
58053	76197
53369	25034
61578	86930
62548	82652
46972	74735
30374	91464
13716	81585
67758	91566
4620	32183
81550	71988
30868	38049
71493	48758
26674	75936
22690	59154
34816	48887
44550	77141
67760	78755
46943	73595
46260	10349
68948	34917
14845	75507
29101	63018
91324	97184
14918	61257
41548	68293
5353	14804
54905	50357
51510	81934
17951	24686
80502	91602
68984	87537
58661	35648
35880	56305
21272	78971
72291	23396
72291	86405
23396	86405
69488	88948
50056	37438
32938	51100
51592	69908
57458	92142
26663	37580
11253	28894
46568	78982
57865	76555
1957	29679
79650	78887
61355	85059
10556	17960
8063	8412
41252	69591
46808	69507
7556	14882
7026	38395
44290	51551
4836	89508
44026	4245
76183	46813
44603	47790
20322	73947
20636	60756
90054	93810
1420	31865
26387	79278
755	30445
28995	33558
28995	34630
33558	34630
60362	98105
34020	69843
2685	63289
65491	73439
29731	58623
62004	46602
83041	45077
33812	87878
47224	7760
69151	82491
22335	58530
60316	95184
11950	32512
9055	81742
21842	12838
58884	69191
18328	87405
57693	70377
18776	54353
56071	89110
56071	91484
89110	91484
50184	62204
25729	99045
38969	96458
20027	81796
45324	72022
65619	87502
44916	27869
31467	89323
90	7328
50657	67599
30293	38525
7696	45397
7696	87715
45397	87715
12901	95816
22003	93164
16221	30199
14873	56875
2773	77118
